run_name,model_name,embedding_name,loss_name,rows_evaluated,avg_cosine_similarity,avg_mse,top1_accuracy,top5_accuracy,exact_sentence_match_rate,avg_attribute_overlap_count,avg_attribute_overlap_ratio,relation_match_rate,object_pair_match_rate,full_structure_match_rate
3_GoogleNet_sbert_CosineLoss,GoogleNet,sbert,CosineLoss,1000,0.7278884583711625,0.001417247870762367,0.002,0.026,0.002,1.712,0.24457142857142855,0.27,0.045,0.002
