run_name,model_name,embedding_name,loss_name,rows_evaluated,avg_cosine_similarity,avg_mse,top1_accuracy,top5_accuracy,exact_sentence_match_rate,avg_attribute_overlap_count,avg_attribute_overlap_ratio,relation_match_rate,object_pair_match_rate,full_structure_match_rate
15_ResnetDSA_P_wvec_MSELoss,ResnetDSA,P_wvec,MSELoss,1000,0.725460601747036,0.0018302629542304202,0.0,0.009,0.0,1.463,0.209,0.225,0.033,0.0
