run_name,model_name,embedding_name,loss_name,rows_evaluated,avg_cosine_similarity,avg_mse,top1_accuracy,top5_accuracy,exact_sentence_match_rate,avg_attribute_overlap_count,avg_attribute_overlap_ratio,relation_match_rate,object_pair_match_rate,full_structure_match_rate
10_ResnetDSA_sbert_MSELoss,ResnetDSA,sbert,MSELoss,1000,0.48739994475245474,0.00266979216132313,0.002,0.005,0.002,1.487,0.2124285714285714,0.229,0.026,0.002
