run_name,model_name,embedding_name,loss_name,rows_evaluated,avg_cosine_similarity,avg_mse,top1_accuracy,top5_accuracy,test_mrr,test_median_rank,exact_sentence_match_rate,avg_attribute_overlap_count,avg_attribute_overlap_ratio,relation_match_rate,object_pair_match_rate,full_structure_match_rate
13_ResnetDSA_B_pooler_MSELoss,ResnetDSA,B_pooler,MSELoss,1000,0.9675159888267517,8.459391680298723e-05,0.002,0.007,0.008880915091797193,472.0,0.002,1.607,0.22957142857142857,0.258,0.042,0.002
