run_name,model_name,embedding_name,loss_name,rows_evaluated,avg_cosine_similarity,avg_mse,top1_accuracy,top5_accuracy,test_mrr,test_median_rank,exact_sentence_match_rate,avg_attribute_overlap_count,avg_attribute_overlap_ratio,relation_match_rate,object_pair_match_rate,full_structure_match_rate
11_ResnetDSA_TB_pooler_MSELoss,ResnetDSA,TB_pooler,MSELoss,1000,0.5584226201474667,0.002830624433467165,0.001,0.006,0.007171630887489831,513.0,0.001,1.508,0.2154285714285714,0.251,0.027,0.001
