run_name,model_name,embedding_name,loss_name,rows_evaluated,avg_cosine_similarity,avg_mse,top1_accuracy,top5_accuracy,exact_sentence_match_rate,avg_attribute_overlap_count,avg_attribute_overlap_ratio,relation_match_rate,object_pair_match_rate,full_structure_match_rate
5_ResnetDSA_TB_pooler_CosineLoss,ResnetDSA,TB_pooler,CosineLoss,1000,0.9719059818983078,0.00018009019977398565,0.002,0.008,0.002,1.542,0.22028571428571428,0.233,0.032,0.002
