run_name,model_name,embedding_name,loss_name,rows_evaluated,avg_cosine_similarity,avg_mse,top1_accuracy,top5_accuracy,exact_sentence_match_rate,avg_attribute_overlap_count,avg_attribute_overlap_ratio,relation_match_rate,object_pair_match_rate,full_structure_match_rate
9_ResnetDSA_P_wvec_CosineLoss,ResnetDSA,P_wvec,CosineLoss,1000,0.8884213775396347,0.000743857856868999,0.034,0.119,0.034,2.358,0.33685714285714285,0.305,0.231,0.034
