run_name,model_name,embedding_name,loss_name,rows_evaluated,avg_cosine_similarity,avg_mse,top1_accuracy,top5_accuracy,exact_sentence_match_rate,avg_attribute_overlap_count,avg_attribute_overlap_ratio,relation_match_rate,object_pair_match_rate,full_structure_match_rate
4_ResnetDSA_sbert_CosineLoss,ResnetDSA,sbert,CosineLoss,1000,0.8361998736262322,0.0008531259265437257,0.042,0.17,0.042,2.53,0.3614285714285714,0.355,0.306,0.042
