run_name,model_name,embedding_name,loss_name,rows_evaluated,avg_cosine_similarity,avg_mse,top1_accuracy,top5_accuracy,exact_sentence_match_rate,avg_attribute_overlap_count,avg_attribute_overlap_ratio,relation_match_rate,object_pair_match_rate,full_structure_match_rate
6_ResnetDSA_TB_mean_CosineLoss,ResnetDSA,TB_mean,CosineLoss,1000,0.8719937479496003,0.0008205532105930616,0.004,0.018,0.004,1.814,0.2591428571428571,0.302,0.071,0.004
