run_name,model_name,embedding_name,loss_name,rows_evaluated,avg_cosine_similarity,avg_mse,top1_accuracy,top5_accuracy,exact_sentence_match_rate,avg_attribute_overlap_count,avg_attribute_overlap_ratio,relation_match_rate,object_pair_match_rate,full_structure_match_rate
1_CNNPool_sbert_CosineLoss,CNNPool,sbert,CosineLoss,1000,0.8608171882033349,0.0007249107598618138,0.043,0.237,0.043,2.829,0.40414285714285714,0.484,0.257,0.044
