run_name,model_name,embedding_name,loss_name,rows_evaluated,avg_cosine_similarity,avg_mse,top1_accuracy,top5_accuracy,exact_sentence_match_rate,avg_attribute_overlap_count,avg_attribute_overlap_ratio,relation_match_rate,object_pair_match_rate,full_structure_match_rate
2_CNNStride_sbert_CosineLoss,CNNStride,sbert,CosineLoss,1000,0.8409877596497536,0.0008281890116340946,0.016,0.071,0.016,2.473,0.35328571428571426,0.426,0.259,0.016
