run_id,cnn,embedding,n_moves,count,top1,top5,mean_rank,median_rank,mrr,mean_cosine
resnet18_sbert,resnet18,sbert,1,1,0.0,0.0,528.0,528.0,0.001893939393939394,0.9519966244697571
resnet18_sbert,resnet18,sbert,2,7,0.0,0.0,370.0,478.0,0.005281100195862807,0.984319269657135
resnet18_sbert,resnet18,sbert,3,26,0.07692307692307693,0.19230769230769232,141.15384615384616,61.5,0.14760673118549786,0.9904645681381226
resnet18_sbert,resnet18,sbert,4,69,0.057971014492753624,0.18840579710144928,101.3623188405797,36.0,0.1237691232918714,0.9923045039176941
resnet18_sbert,resnet18,sbert,5,114,0.10526315789473684,0.2982456140350877,61.00877192982456,22.5,0.2041028563695394,0.9930310249328613
resnet18_sbert,resnet18,sbert,6,161,0.10559006211180125,0.21739130434782608,56.75776397515528,28.0,0.169258212596573,0.9932795166969299
resnet18_sbert,resnet18,sbert,7,116,0.02586206896551724,0.14655172413793102,61.46551724137931,30.5,0.10059600554656553,0.9929817914962769
resnet18_sbert,resnet18,sbert,8,28,0.03571428571428571,0.10714285714285714,76.53571428571429,62.5,0.0845665726270385,0.9927701354026794
resnet18_sbert,resnet18,sbert,9,6,0.0,0.0,103.5,101.5,0.01821128347146363,0.9917847514152527
