epoch,model,loss_fn,train_loss,val_loss,val_top1,val_top5,val_mrr,val_mean_cosine,val_mean_rank,val_median_rank,lr,epoch_time_s
1,cnn_3layer,mse,0.042436,0.015513,0.0,0.002997,0.003233,0.92254,3162.56,2052.0,0.0001,20.93
2,cnn_3layer,mse,0.020217,0.010955,0.000999,0.012987,0.009333,0.945854,1600.6,919.0,0.0001,18.03
3,cnn_3layer,mse,0.014849,0.009616,0.003996,0.013986,0.013017,0.952898,1345.83,711.0,0.0001,17.98
4,cnn_3layer,mse,0.012633,0.008832,0.002997,0.00999,0.013355,0.956467,992.69,433.0,0.0001,18.05
5,cnn_3layer,mse,0.011471,0.008312,0.002997,0.013986,0.013727,0.957698,1052.5,439.0,0.0001,18.74
6,cnn_3layer,mse,0.010802,0.008121,0.003996,0.011988,0.015308,0.958889,925.11,388.0,0.0001,18.1
7,cnn_3layer,mse,0.010392,0.00812,0.003996,0.012987,0.015753,0.959834,867.98,338.0,0.0001,18.14
8,cnn_3layer,mse,0.009992,0.00798,0.003996,0.010989,0.015404,0.959807,741.16,272.0,0.0001,18.05
9,cnn_3layer,mse,0.009751,0.00782,0.004995,0.010989,0.015548,0.960648,743.01,276.0,0.0001,18.82
10,cnn_3layer,mse,0.009548,0.007739,0.003996,0.00999,0.015436,0.960973,725.02,274.0,0.0001,18.43
11,cnn_3layer,mse,0.009377,0.007823,0.004995,0.008991,0.015959,0.960209,738.77,295.0,0.0001,18.04
12,cnn_3layer,mse,0.009237,0.007539,0.003996,0.014985,0.016737,0.961889,755.63,272.0,0.0001,18.15
13,cnn_3layer,mse,0.009059,0.007584,0.004995,0.013986,0.017986,0.962153,694.66,239.0,0.0001,18.41
14,cnn_3layer,mse,0.009133,0.007436,0.003996,0.012987,0.017274,0.962219,699.96,243.0,0.0001,18.43
15,cnn_3layer,mse,0.008962,0.007324,0.003996,0.015984,0.017376,0.962575,712.86,249.0,0.0001,18.04
16,cnn_3layer,mse,0.008746,0.007318,0.004995,0.015984,0.017836,0.962824,691.98,241.0,0.0001,17.89
17,cnn_3layer,mse,0.008651,0.007277,0.004995,0.015984,0.01888,0.962848,674.48,246.0,0.0001,18.36
18,cnn_3layer,mse,0.008561,0.007222,0.003996,0.015984,0.018482,0.963319,688.43,243.0,0.0001,18.6
19,cnn_3layer,mse,0.008466,0.007471,0.003996,0.014985,0.018149,0.961955,601.22,232.0,0.0001,18.23
20,cnn_3layer,mse,0.008381,0.007144,0.004995,0.015984,0.01994,0.963565,619.96,217.0,0.0001,18.05
21,cnn_3layer,mse,0.008354,0.007342,0.003996,0.016983,0.018655,0.963497,661.98,228.0,0.0001,18.38
22,cnn_3layer,mse,0.008256,0.007399,0.003996,0.018981,0.020318,0.963944,622.53,222.0,0.0001,18.54
23,cnn_3layer,mse,0.00822,0.007034,0.003996,0.020979,0.019949,0.964106,668.58,230.0,0.0001,18.04
24,cnn_3layer,mse,0.008102,0.007005,0.005994,0.017982,0.021798,0.964089,588.98,202.0,0.0001,17.96
25,cnn_3layer,mse,0.008075,0.006989,0.005994,0.023976,0.02178,0.964253,626.63,226.0,0.0001,18.32
26,cnn_3layer,mse,0.008022,0.006963,0.005994,0.020979,0.022206,0.96442,617.33,227.0,0.0001,18.69
27,cnn_3layer,mse,0.007979,0.007029,0.003996,0.022977,0.022101,0.96442,561.89,208.0,0.0001,18.01
28,cnn_3layer,mse,0.007949,0.007102,0.004995,0.023976,0.022488,0.963798,611.21,218.0,0.0001,18.05
29,cnn_3layer,mse,0.007908,0.007195,0.004995,0.022977,0.023871,0.96436,543.07,204.0,0.0001,18.21
30,cnn_3layer,mse,0.00786,0.006887,0.004995,0.020979,0.024314,0.964834,562.03,204.0,0.0001,18.82
