run_id,cnn,embedding,n_moves,count,top1,top5,mean_rank,median_rank,mrr,mean_cosine
resnet18_glove,resnet18,glove,1,1,0.0,0.0,528.0,528.0,0.001893939393939394,0.9827991724014282
resnet18_glove,resnet18,glove,2,7,0.14285714285714285,0.42857142857142855,32.42857142857143,6.0,0.2576498077491866,0.9969844222068787
resnet18_glove,resnet18,glove,3,26,0.5384615384615384,0.8461538461538461,4.884615384615385,1.0,0.6626330841213784,0.9986886382102966
resnet18_glove,resnet18,glove,4,69,0.5072463768115942,0.855072463768116,2.7971014492753623,1.0,0.6546738688043036,0.9990490078926086
resnet18_glove,resnet18,glove,5,114,0.43859649122807015,0.868421052631579,3.43859649122807,2.0,0.61053159917711,0.9991635084152222
resnet18_glove,resnet18,glove,6,161,0.2670807453416149,0.7142857142857143,7.583850931677019,3.0,0.46318335678630146,0.9992401599884033
resnet18_glove,resnet18,glove,7,116,0.21551724137931033,0.646551724137931,8.982758620689655,3.0,0.40317187788456105,0.999282956123352
resnet18_glove,resnet18,glove,8,28,0.21428571428571427,0.6071428571428571,9.035714285714286,3.5,0.3918694833565523,0.9993377327919006
resnet18_glove,resnet18,glove,9,6,0.16666666666666666,0.6666666666666666,5.833333333333333,4.5,0.3554232804232804,0.9993669986724854
