image_id,exact_match,relation_match,colour_overlap,size_overlap,object_overlap,total_attribute_overlap,gold_parse_ok,pred_parse_ok,semantic_match
7734,0,1,2,1,2,5,1,1,0
1419,0,0,2,0,2,4,1,1,0
6866,0,1,2,2,1,5,1,1,1
4576,0,1,1,2,2,5,1,1,1
9050,0,1,2,1,2,5,1,1,0
7569,0,0,2,2,2,6,1,1,1
7759,0,0,2,1,2,5,1,1,0
8724,0,0,2,1,1,4,1,1,0
5861,0,1,1,1,2,4,1,1,0
8275,1,1,2,1,2,5,1,1,1
2574,0,0,2,1,2,5,1,1,0
944,0,1,2,1,2,5,1,1,0
7390,0,1,2,1,2,5,1,1,0
3085,0,0,1,1,2,4,1,1,1
5585,0,0,2,1,2,5,1,1,0
4781,0,1,2,1,1,4,1,1,0
3318,0,1,2,2,2,6,1,1,1
6221,0,0,2,2,2,6,1,1,1
5770,0,0,2,1,2,5,1,1,0
3274,0,1,2,0,1,3,1,1,0
3090,0,1,2,2,2,6,1,1,1
6562,0,0,2,2,2,6,1,1,1
6488,0,0,2,1,2,5,1,1,0
2384,0,0,2,1,2,5,1,1,0
1963,0,0,1,2,2,5,1,1,1
4257,0,1,2,1,2,5,1,1,0
1066,0,1,2,1,2,5,1,1,0
9551,0,0,1,1,2,4,1,1,0
2424,0,0,1,2,2,5,1,1,1
6251,0,0,2,2,2,6,1,1,1
1281,0,0,2,1,2,5,1,1,0
1700,0,0,2,1,2,5,1,1,0
3207,0,1,1,0,2,3,1,1,0
4894,0,0,2,2,2,6,1,1,1
162,0,0,2,2,1,5,1,1,1
8234,0,0,2,1,2,5,1,1,0
1423,0,1,2,2,2,6,1,1,1
5695,0,0,2,2,2,6,1,1,1
2849,0,1,2,1,2,5,1,1,0
4497,0,1,2,0,2,4,1,1,0
1051,0,1,1,1,2,4,1,1,0
1147,0,1,2,2,1,5,1,1,1
6752,0,0,2,1,2,5,1,1,0
2665,0,1,2,1,2,5,1,1,0
3624,0,1,2,1,2,5,1,1,0
3054,0,1,2,2,2,6,1,1,1
1559,0,0,2,1,2,5,1,1,0
6475,0,1,2,1,2,5,1,1,0
1292,0,0,2,2,1,5,1,1,1
8599,0,1,2,1,2,5,1,1,0
