epoch,loss_fn,train_loss,val_loss,val_top1,val_top2,val_top3,val_top4,val_top5,val_mrr,val_mean_cosine,val_mean_rank,val_median_rank,lr,epoch_time_s
1,CosineLoss_normed,0.276493,0.125276,0.001998,0.001998,0.001998,0.003996,0.003996,0.006664,0.874619,912.69,612.0,0.0001,17.93
2,CosineLoss_normed,0.155867,0.103413,0.000999,0.001998,0.001998,0.002997,0.002997,0.006469,0.896538,706.71,596.0,0.0001,15.47
3,CosineLoss_normed,0.130676,0.098419,0.000999,0.000999,0.000999,0.000999,0.002997,0.006778,0.901531,664.49,554.0,0.0001,16.34
4,CosineLoss_normed,0.119463,0.095865,0.000999,0.000999,0.000999,0.001998,0.003996,0.007292,0.904089,636.81,523.0,0.0001,15.89
5,CosineLoss_normed,0.11241,0.094283,0.000999,0.001998,0.001998,0.001998,0.001998,0.007926,0.905679,608.34,493.0,0.0001,15.29
6,CosineLoss_normed,0.107853,0.093144,0.0,0.002997,0.002997,0.002997,0.003996,0.008767,0.906812,580.08,441.0,0.0001,15.47
7,CosineLoss_normed,0.104314,0.092227,0.000999,0.000999,0.001998,0.005994,0.005994,0.009902,0.907732,560.11,428.0,0.0001,15.39
8,CosineLoss_normed,0.101922,0.090915,0.000999,0.000999,0.002997,0.004995,0.008991,0.010347,0.909051,542.75,416.0,0.0001,15.53
9,CosineLoss_normed,0.099705,0.09043,0.001998,0.004995,0.005994,0.008991,0.014985,0.014177,0.909534,516.72,395.0,0.0001,15.46
10,CosineLoss_normed,0.098129,0.090092,0.000999,0.000999,0.004995,0.008991,0.013986,0.012848,0.909877,515.52,388.0,0.0001,15.36
11,CosineLoss_normed,0.097074,0.089681,0.003996,0.004995,0.005994,0.006993,0.00999,0.014914,0.910289,514.01,385.0,0.0001,15.55
12,CosineLoss_normed,0.096287,0.089397,0.000999,0.002997,0.003996,0.004995,0.011988,0.012609,0.910578,516.13,386.0,0.0001,15.67
13,CosineLoss_normed,0.095283,0.088722,0.000999,0.004995,0.004995,0.00999,0.012987,0.013803,0.911251,502.97,371.0,0.0001,15.48
14,CosineLoss_normed,0.094263,0.088509,0.001998,0.004995,0.005994,0.008991,0.010989,0.014765,0.911469,497.02,366.0,0.0001,15.38
15,CosineLoss_normed,0.093921,0.088348,0.002997,0.005994,0.005994,0.00999,0.011988,0.015017,0.911622,501.25,372.0,0.0001,15.09
16,CosineLoss_normed,0.093117,0.087853,0.004995,0.006993,0.011988,0.014985,0.018981,0.018786,0.912121,473.49,341.0,0.0001,15.11
17,CosineLoss_normed,0.092642,0.087492,0.000999,0.002997,0.004995,0.008991,0.016983,0.015424,0.912474,468.05,338.0,0.0001,15.22
18,CosineLoss_normed,0.091945,0.087524,0.001998,0.004995,0.007992,0.010989,0.018981,0.016428,0.912432,477.88,344.0,0.0001,15.22
19,CosineLoss_normed,0.091635,0.0873,0.003996,0.006993,0.007992,0.008991,0.012987,0.017513,0.912684,478.94,332.0,0.0001,15.15
20,CosineLoss_normed,0.090676,0.086807,0.003996,0.004995,0.006993,0.008991,0.013986,0.016756,0.91318,467.76,330.0,0.0001,15.18
21,CosineLoss_normed,0.09044,0.086534,0.001998,0.005994,0.007992,0.010989,0.014985,0.017073,0.913435,459.98,319.0,0.0001,15.39
22,CosineLoss_normed,0.089937,0.086234,0.002997,0.004995,0.007992,0.010989,0.012987,0.017133,0.913742,462.46,329.0,0.0001,15.68
23,CosineLoss_normed,0.089398,0.086261,0.003996,0.005994,0.008991,0.012987,0.018981,0.018592,0.913721,462.46,325.0,0.0001,15.51
24,CosineLoss_normed,0.088751,0.085729,0.003996,0.005994,0.007992,0.011988,0.015984,0.018851,0.914251,448.22,307.0,0.0001,15.31
25,CosineLoss_normed,0.088616,0.08554,0.001998,0.002997,0.006993,0.00999,0.012987,0.017266,0.914424,450.76,308.0,0.0001,15.53
26,CosineLoss_normed,0.087844,0.085155,0.000999,0.003996,0.012987,0.015984,0.018981,0.019134,0.91481,440.55,303.0,0.0001,15.73
27,CosineLoss_normed,0.087327,0.084797,0.000999,0.005994,0.011988,0.015984,0.020979,0.020212,0.915176,432.22,279.0,0.0001,15.2
28,CosineLoss_normed,0.086867,0.084536,0.000999,0.003996,0.011988,0.020979,0.023976,0.020436,0.915428,425.59,280.0,0.0001,15.48
29,CosineLoss_normed,0.086507,0.08438,0.002997,0.006993,0.015984,0.020979,0.027972,0.02368,0.915593,424.78,265.0,0.0001,16.01
30,CosineLoss_normed,0.086351,0.084021,0.003996,0.004995,0.011988,0.015984,0.024975,0.022868,0.915951,418.41,268.0,0.0001,16.03
