epoch,train_loss,val_loss,lr,epoch_time_s
1,0.0025391039348000456,0.0014338868568302132,0.0001,15.39
2,0.001442011379237686,0.0009797882521525025,0.0001,13.44
3,0.0011076321719133014,0.0008362342305190396,0.0001,14.37
